,nodeId,Id,ASIN,group,salesrank,totalSimilar,s1,s2,s3,s4,s5,totalReview,avgRate,totalVote,visited,v1,v2,v3,v4,v5
16927,16927,545477,0767821718,DVD,30638,5,546858,259034,547183,259366,168176,49,3.5,164,9,49.0,13.0,426.0,309.0,1226.0
16928,16928,545478,0792846788,DVD,24836,5,210922,546758,546411,547717,545700,12,4.5,36,10,73.0,37.0,36.0,36.0,48.0
16929,16929,545479,6305624364,DVD,37640,2,226164,,,437561,,34,5.0,98,2,244.0,,,1952.0,
16930,16930,545480,B000059HAY,DVD,27820,4,547849,,157793,54444,545409,2,3.0,8,10,7.0,,4.0,2.0,6.0
16931,16931,545481,B000059HAI,DVD,3831,5,252521,544909,544901,115558,544908,164,4.5,1024,11,633.0,966.0,888.0,1108.0,553.0
16932,16932,545482,078322592X,DVD,3665,5,80898,547333,4388,546766,547553,19,4.0,100,21,220.0,107.0,289.0,632.0,87.0
16933,16933,545483,B00004W5UG,DVD,11644,2,113113,,,,267887,78,4.5,368,9,289.0,,,,155.0
16934,16934,545484,B00005MP59,DVD,4736,4,545486,23042,164067,546290,,197,3.5,723,6,783.0,1417.0,1238.0,924.0,
16935,16935,545485,B00005MP52,DVD,13730,2,,189547,,546369,,12,4.0,49,2,,119.0,,85.0,
16936,16936,545486,B00005MP5D,DVD,7178,3,545484,23042,546290,,,120,3.0,783,5,723.0,1417.0,924.0,,
16937,16937,545487,0738919012,DVD,44093,3,,546158,173199,,208829,3,5.0,19,6,,65.0,146.0,,0.0
16938,16938,545488,B00004WIDQ,DVD,5274,4,125943,546660,,182765,547952,365,4.0,944,4,408.0,1856.0,,344.0,628.0
16939,16939,545489,6304490054,DVD,7565,4,262143,261357,548217,,546264,30,4.5,100,4,1577.0,1221.0,1327.0,,245.0
16940,16940,545490,B00003RQO8,DVD,24935,2,548091,,175965,,,20,4.5,91,2,693.0,,199.0,,
16941,16941,545491,B00008R9LU,DVD,10749,1,,545493,,,,57,3.5,175,3,,93.0,,,
16942,16942,545492,6305134944,DVD,21000,3,545626,547639,,,544144,6,4.0,19,7,31.0,21.0,,,1.0
16943,16943,545493,B00008R9LT,DVD,6509,1,,,,545491,,16,4.5,93,3,,,,175.0,
16944,16944,545494,B00000JZI9,DVD,3975,2,544429,,,104219,,140,4.0,390,2,1089.0,,,196.0,
16946,16946,545496,0784012865,DVD,29934,5,545571,54923,84566,546151,269703,15,3.0,43,5,39.0,23.0,50.0,1.0,26.0
16947,16947,545498,630592287X,DVD,40701,1,,,,27992,,0,0.0,0,1,,,,38.0,
16948,16948,545499,0790749912,DVD,9138,5,545070,546005,540049,177373,201185,211,3.5,886,11,232.0,348.0,1019.0,477.0,95.0
16949,16949,545500,6305869189,DVD,18301,4,217158,,545850,544772,545149,11,5.0,36,12,12.0,,42.0,134.0,7.0
16950,16950,545501,078062856X,DVD,6588,2,546902,,548325,,,110,4.5,328,10,161.0,,1209.0,,
16952,16952,545503,B00005AUKJ,DVD,28570,5,64721,185250,34917,144901,144902,12,4.5,46,7,1.0,4.0,38.0,12.0,46.0
16953,16953,545504,B00000K0EJ,DVD,15660,5,43254,19921,309082,530643,161919,15,4.5,80,7,62.0,16.0,415.0,768.0,103.0
16954,16954,545505,B00005B7BX,DVD,40311,4,140295,140291,,548211,135453,4,3.0,9,6,20.0,26.0,,31.0,26.0
16956,16956,545507,6305760470,DVD,9950,5,546391,546016,546255,547250,548190,3,4.0,24,7,17.0,8.0,21.0,33.0,24.0
16957,16957,545508,B00007L4MN,DVD,22113,5,265791,546181,265798,151865,151864,0,0.0,0,7,30.0,47.0,41.0,0.0,12.0
16958,16958,545509,B00007L4MW,DVD,18531,4,231531,142770,543645,543221,,0,0.0,0,8,0.0,0.0,10.0,45.0,
16959,16959,545510,B00005U13I,DVD,38052,2,,,,545087,544268,19,3.5,70,2,,,,19.0,232.0
16961,16961,545512,0783226942,DVD,8736,4,545911,17019,93492,138933,,16,3.0,56,8,198.0,299.0,158.0,160.0,
16963,16963,545514,B00004WL4N,DVD,35875,4,544062,283321,548074,,182969,9,3.5,72,4,397.0,361.0,134.0,,364.0
16965,16965,545516,B00004WL4S,DVD,20539,4,545352,328188,23329,258078,,4,5.0,84,9,107.0,30.0,104.0,62.0,
16968,16968,545519,B00004WL4W,DVD,37798,4,163033,182969,255997,92303,,4,4.5,18,4,162.0,364.0,447.0,163.0,
16969,16969,545520,B00004WL4Y,DVD,14754,1,,283674,,,,24,4.0,172,3,,26.0,,,
16971,16971,545522,0790742829,DVD,11190,4,59477,,144201,545614,269352,130,4.0,471,12,587.0,,9.0,1035.0,464.0
16972,16972,545523,B00004VVN8,DVD,3166,5,83709,262143,545235,166709,545557,147,3.5,966,16,5637.0,1577.0,5560.0,956.0,1472.0
16973,16973,545524,B00004VVNR,DVD,29606,2,547937,,290773,,,17,4.0,135,8,22.0,,65.0,,
16974,16974,545525,B00004VVNB,DVD,1021,4,,229404,346669,546238,76361,122,4.0,875,18,,628.0,244.0,651.0,359.0
16976,16976,545527,B00005B2Z3,DVD,38567,3,546632,,36499,,194801,4,2.5,7,3,0.0,,128.0,,209.0
16977,16977,545528,0790730995,DVD,3791,4,544136,253717,285799,54146,,39,3.5,122,8,445.0,818.0,296.0,705.0,
16978,16978,545529,B000089770,DVD,5071,3,545359,,,545354,340694,26,4.5,95,5,13.0,,,16.0,124.0
16979,16979,545530,B00005Q65W,DVD,40119,5,233639,545690,547759,544723,139359,2,4.0,5,14,3.0,7.0,11.0,6.0,15.0
16980,16980,545531,B00005Q65N,DVD,32281,1,,,,546480,,0,0.0,0,2,,,,4.0,
16981,16981,545532,B00005Q65V,DVD,28711,5,233639,547759,544723,545690,139359,6,4.0,14,13,3.0,11.0,6.0,7.0,15.0
16983,16983,545534,B0000640T0,DVD,15976,5,76022,546572,544489,547353,281210,54,3.0,257,7,223.0,213.0,1804.0,359.0,226.0
16984,16984,545535,0767849981,DVD,1489,3,547109,,265011,545795,,74,4.5,292,8,171.0,,120.0,72.0,
16985,16985,545536,B0000640TU,DVD,13617,1,,221488,,,,3,4.5,38,3,,454.0,,,
16987,16987,545538,6305186472,DVD,39227,1,,,,545915,,8,3.0,19,1,,,,191.0,
16988,16988,545539,B00004XPOJ,DVD,12463,4,231772,231770,545326,,276660,20,4.0,159,9,126.0,84.0,605.0,,95.0
16990,16990,545541,6305909733,DVD,35774,1,528971,,,,,23,3.5,187,1,108.0,,,,
16992,16992,545543,6305281289,DVD,26132,3,494496,,544126,,543747,19,4.0,64,4,40.0,,176.0,,117.0
16993,16993,545544,B0000507P8,DVD,1434,4,169081,118063,,82971,190614,31,4.5,150,14,44.0,117.0,,64.0,105.0
16994,16994,545545,B0000507P9,DVD,5578,4,120415,250585,141540,60872,,18,4.5,171,6,103.0,25.0,563.0,164.0,
16995,16995,545546,B00000JMQE,DVD,26511,4,164067,144484,548411,547782,,190,4.5,722,4,1238.0,51.0,1596.0,2554.0,
16996,16996,545547,6304609493,DVD,15596,5,485507,369047,545233,235398,280564,46,3.0,242,7,646.0,60.0,594.0,2746.0,164.0
16997,16997,545548,6304698763,DVD,15316,4,190561,105459,545606,,137425,29,4.5,92,8,86.0,390.0,182.0,,12.0
16998,16998,545549,0792841395,DVD,4759,3,545554,191819,,,548091,56,4.5,275,9,513.0,107.0,,,693.0
16999,16999,545550,B00005JLEM,DVD,1162,3,542909,,,542229,104412,54,4.5,390,24,1054.0,,,270.0,586.0
17000,17000,545551,1573305588,DVD,15250,5,216069,43212,28781,546216,220569,35,3.5,104,8,58.0,94.0,54.0,102.0,530.0
17001,17001,545552,B0000694ZH,DVD,31022,2,,,274735,,546099,12,2.0,136,2,,,120.0,,599.0
17002,17002,545553,B0000694ZA,DVD,6557,4,232030,151864,39547,208836,,4,5.0,15,6,11.0,12.0,0.0,210.0,
17003,17003,545554,0792841409,DVD,1959,5,545549,191819,83710,221030,235687,89,5.0,513,13,275.0,107.0,837.0,481.0,2084.0
17006,17006,545557,B00005JKFR,DVD,90,4,96553,17723,114681,548387,,260,4.5,1472,20,794.0,991.0,473.0,269.0,
17007,17007,545558,6304696493,DVD,151,4,9182,,69397,275312,96546,75,4.5,523,19,378.0,,168.0,430.0,368.0
17008,17008,545559,078324228X,DVD,8498,4,19702,283686,197835,547488,,139,4.0,980,7,738.0,8.0,958.0,475.0,
17009,17009,545560,B00005BGSR,DVD,40940,1,,,,,546320,5,4.0,37,1,,,,,20.0
17010,17010,545561,0784012245,DVD,38164,3,32509,235532,,545586,,21,3.5,73,3,65.0,78.0,,212.0,
17011,17011,545562,B00006ADDH,DVD,31521,4,54498,,81410,545712,237752,69,4.5,551,4,355.0,,220.0,808.0,293.0
17012,17012,545563,6305838542,DVD,32539,5,545252,260099,54402,547957,219843,1,4.0,12,7,33.0,9.0,0.0,44.0,9.0
17013,17013,545564,1896306926,DVD,3410,2,547901,,,83775,,36,3.5,231,6,56.0,,,124.0,
17014,17014,545565,B00005NQGR,DVD,1082,2,170233,170231,,,,70,4.0,586,7,375.0,734.0,,,
17016,17016,545567,B00005NQGN,DVD,34579,1,,390515,,,,10,3.5,29,1,,171.0,,,
17017,17017,545568,B00005NQGM,DVD,19004,4,1625,83382,208490,233493,,43,3.5,99,8,100.0,187.0,71.0,74.0,
17018,17018,545569,B00008RUP1,DVD,24439,3,545787,,546179,,84423,1,5.0,8,4,11.0,,3.0,,71.0
17019,17019,545570,B00005NQGL,DVD,9271,3,545892,,163596,,103091,6,2.5,12,6,34.0,,59.0,,58.0
17020,17020,545571,B00004XMV4,DVD,9024,4,274751,,84566,545648,54923,12,3.0,39,8,11.0,,50.0,46.0,23.0
17021,17021,545572,B00006ADD9,DVD,40270,1,,,,,234781,3,3.0,15,1,,,,,864.0
17022,17022,545573,B00006ADD5,DVD,6534,4,166701,473255,,166705,545303,303,4.5,1960,4,1004.0,609.0,,5269.0,1609.0
17023,17023,545574,6305280746,DVD,2030,4,546291,,53812,199944,544571,112,4.5,352,12,277.0,,64.0,163.0,357.0
17024,17024,545575,6305436401,DVD,23223,3,47587,,,210929,544530,3,3.0,4,4,13.0,,,91.0,141.0
17025,17025,545576,B000068MAX,DVD,54282,2,,,548250,545334,,4,3.0,20,2,,,115.0,354.0,
17026,17026,545577,B000068MAZ,DVD,25930,2,,,548250,545334,,4,3.0,20,2,,,115.0,354.0,
17027,17027,545578,B000068MAV,DVD,31601,1,547552,,,,,2,3.0,19,7,15.0,,,,
17028,17028,545579,B000068MA2,DVD,27144,2,,,134386,,544521,16,4.0,19,6,,,61.0,,29.0
17029,17029,545580,B00005JIVJ,DVD,15830,5,207497,546902,545501,158784,543755,38,4.0,164,7,99.0,161.0,328.0,361.0,145.0
17030,17030,545581,B000059GEF,DVD,7695,5,546356,56447,56444,238144,56439,40,4.5,147,12,920.0,171.0,112.0,182.0,158.0
17031,17031,545582,0792166493,DVD,7616,5,69747,285754,245824,545266,546930,25,4.5,27,9,44.0,167.0,718.0,58.0,7.0
17032,17032,545583,B000056NNX,DVD,43054,1,,,255221,,,3,4.0,11,1,,,32.0,,
17033,17033,545585,B000056NNT,DVD,52521,3,,257826,,545382,536424,15,1.5,76,3,,146.0,,37.0,13.0
17034,17034,545586,0767802454,DVD,14335,5,545864,545455,544653,61381,205896,68,3.0,212,12,77.0,17.0,1536.0,131.0,701.0
17035,17035,545587,B00006OPKF,DVD,20621,1,,106804,,,,17,4.5,172,1,,3322.0,,,
17036,17036,545588,6305232660,DVD,12921,3,544139,,547952,545471,,340,3.5,718,3,3356.0,,628.0,150.0,
17037,17037,545589,B00005JCCI,DVD,27973,5,545095,545591,548341,544847,122855,2,1.5,15,14,66.0,14.0,13.0,26.0,17.0
17038,17038,545590,157362618X,DVD,9496,3,544606,73763,547062,,,18,3.5,47,8,73.0,205.0,128.0,,
17039,17039,545591,B00005JCCJ,DVD,38210,5,548341,545589,545095,544847,547795,1,1.0,14,10,13.0,15.0,66.0,26.0,0.0
17042,17042,545594,B00000F527,DVD,5473,3,280564,,235398,1679,,36,3.5,174,6,164.0,,2746.0,191.0,
17045,17045,545597,B00002E20I,DVD,1148,4,,253717,547704,548332,544674,45,4.5,134,4,,818.0,505.0,132.0,119.0
17046,17046,545598,B00006I4YZ,DVD,17862,3,97837,271205,24181,,,265,3.5,4695,3,1101.0,1717.0,555.0,,
17047,17047,545599,B00005K9ON,DVD,48801,1,105479,,,,,1,4.0,1,1,125.0,,,,
17048,17048,545600,B00005K9OM,DVD,26344,5,544499,546198,545032,219840,219847,23,3.0,293,8,131.0,584.0,824.0,28.0,31.0
17049,17049,545601,B00005K9OP,DVD,40965,1,135691,,,,,0,0.0,0,1,139.0,,,,
17050,17050,545602,6304698690,DVD,691,4,140702,276142,83632,164067,,65,4.5,628,17,435.0,410.0,69.0,1238.0,
17051,17051,545603,0780622677,DVD,15706,5,545016,544452,545227,547980,547398,49,4.5,66,9,69.0,41.0,95.0,92.0,42.0
17052,17052,545604,B00004YA1C,DVD,43235,2,546080,,,,532236,1,4.0,5,4,24.0,,,,249.0
17053,17053,545605,B00004YA13,DVD,40664,3,,424766,231519,,166705,114,4.0,2098,3,,255.0,1455.0,,5269.0
17054,17054,545606,6304712499,DVD,3670,2,105459,,,,190561,122,2.5,182,6,390.0,,,,86.0
17055,17055,545607,B00005N89B,DVD,2317,3,137935,,,453361,12389,40,4.5,218,3,1573.0,,,768.0,985.0
17056,17056,545608,B00000JGPE,DVD,5137,4,146677,41530,118063,,159611,139,4.0,344,8,239.0,392.0,117.0,,103.0
17057,17057,545609,B00006AUI8,DVD,41732,2,189276,,,,545111,1,5.0,3,3,0.0,,,,108.0
17058,17058,545610,B00000I236,DVD,19673,5,547040,546842,87383,17019,86007,32,4.0,96,5,355.0,618.0,374.0,299.0,157.0
17059,17059,545611,B00006AUIR,DVD,30952,3,546170,,248696,,158150,2,4.0,6,6,0.0,,0.0,,7.0
17060,17060,545612,B00006AUIS,DVD,42538,2,,,250883,56475,,3,2.0,9,3,,,0.0,62.0,
17061,17061,545613,B00006AUIH,DVD,2323,4,546221,10731,544792,121051,,105,4.0,714,5,6178.0,5.0,6023.0,2807.0,
17062,17062,545614,B00006AUIN,DVD,776,5,269352,59477,143244,547127,46626,239,4.0,1035,14,464.0,587.0,427.0,560.0,8.0
17063,17063,545615,B00006AUIG,DVD,6401,2,,,547209,547543,,161,4.0,817,5,,,1246.0,906.0,
17064,17064,545616,B00007M5GZ,DVD,17888,3,,213337,,213336,544344,0,0.0,0,5,,11.0,,0.0,8.0
17065,17065,545617,630513717X,DVD,17362,3,256572,,80743,115558,,14,4.5,109,3,162.0,,315.0,1108.0,
17066,17066,545618,B0000549AP,DVD,25052,4,,83645,184224,241196,207359,7,2.5,81,4,,92.0,471.0,365.0,139.0
17067,17067,545619,B00005LOKR,DVD,12247,3,545053,113723,,543605,,78,4.5,328,5,225.0,14.0,,2251.0,
17068,17068,545620,6305320802,DVD,1305,5,547274,546760,216263,68050,548182,74,4.0,582,14,527.0,328.0,540.0,373.0,946.0
17069,17069,545621,B00005JXYF,DVD,21275,3,138158,516311,119326,,,24,3.5,288,5,241.0,103.0,745.0,,
17070,17070,545623,078401163X,DVD,35300,5,546694,547239,130359,544947,59448,65,4.5,305,5,140.0,172.0,78.0,606.0,205.0
17071,17071,545624,B00000JPH6,DVD,1270,4,548411,164067,548458,54635,,220,4.5,1044,9,1596.0,1238.0,1740.0,1299.0,
17072,17072,545625,B00006SFLA,DVD,34307,4,260950,270336,545095,209675,,6,3.5,40,4,13.0,203.0,66.0,31.0,
17073,17073,545626,B000009E15,DVD,33798,2,547639,,,545492,,6,4.0,31,9,21.0,,,19.0,
17074,17074,545627,6305692688,DVD,2207,2,,166635,,,520382,282,3.5,1594,5,,3308.0,,,8352.0
17075,17075,545628,B00003CXMP,DVD,2762,3,,548316,,18824,81411,270,4.0,979,15,,647.0,,1034.0,1216.0
17076,17076,545629,B00003CXMV,DVD,8596,5,547150,546916,159611,267861,283384,68,2.5,266,6,76.0,83.0,103.0,117.0,175.0
17077,17077,545630,B00003CXMG,DVD,2248,3,548112,546208,,,32825,492,4.5,2760,9,1099.0,10018.0,,,19.0
17078,17078,545631,B00005MHOC,DVD,2170,4,545034,54628,545239,,274695,19,4.5,113,11,302.0,691.0,1137.0,,596.0
17079,17079,545632,1573623865,DVD,4735,3,145769,,544389,545087,,16,4.0,83,22,48.0,,19.0,19.0,
17080,17080,545633,B00006675W,DVD,13199,2,,58551,545049,,,8,3.0,49,4,,66.0,17.0,,
17081,17081,545634,B00004Y87P,DVD,15032,5,186291,544829,285388,252718,547657,20,4.0,66,11,271.0,166.0,484.0,79.0,29.0
17082,17082,545635,B00004Y87O,DVD,13175,3,153196,,207128,545264,,115,4.5,395,3,241.0,,103.0,662.0,
17083,17083,545636,B00004Y87M,DVD,13162,4,191317,545902,547482,545777,,12,4.0,33,5,338.0,36.0,155.0,77.0,
17084,17084,545637,B000035Z20,DVD,3275,2,,546691,,175372,,143,4.0,489,2,,1311.0,,1154.0,
17085,17085,545638,0792846109,DVD,1871,5,546681,274725,188981,179928,548193,85,4.5,409,15,742.0,275.0,267.0,93.0,172.0
17086,17086,545639,6305567018,DVD,41449,3,257760,15274,547273,,,55,2.5,225,3,739.0,314.0,375.0,,
17087,17087,545640,B00005J765,DVD,37406,2,,545137,,542445,,6,4.0,41,2,,202.0,,596.0,
17088,17088,545641,B00006JU81,DVD,6038,1,,,,545483,,23,4.5,157,2,,,,368.0,
17089,17089,545642,B00006JU82,DVD,10367,3,548140,54589,,,284454,11,3.5,60,4,96.0,315.0,,,52.0
17090,17090,545643,B00006JU8E,DVD,12896,3,223897,544837,,,547308,4,4.0,21,5,49.0,70.0,,,54.0
17091,17091,545644,B00006JU8B,DVD,13418,3,,544492,155278,72712,,35,3.5,268,7,,57.0,997.0,189.0,
17092,17092,545645,0783229143,DVD,20882,3,144749,172497,,194801,,8,3.5,16,4,88.0,47.0,,209.0,
17093,17093,545646,B00005QVZ1,DVD,17282,1,124984,,,,,20,3.5,120,3,196.0,,,,
17095,17095,545648,B00005QVZ0,DVD,10450,4,54923,274751,84566,274754,,14,3.5,46,10,23.0,11.0,50.0,118.0,
17096,17096,545649,078201061X,DVD,9571,1,,,,276710,,5,4.0,26,1,,,,151.0,
17097,17097,545650,B00005QVZC,DVD,13721,5,273943,546589,545314,546587,546131,145,3.5,231,11,308.0,150.0,197.0,257.0,173.0
17098,17098,545651,157848300X,DVD,40915,2,,256864,,260975,,20,4.0,92,2,,139.0,,904.0,
17099,17099,545652,B000055XTB,DVD,6813,2,543701,543583,,,,40,4.0,110,5,78.0,41.0,,,
17100,17100,545653,6305701342,DVD,47132,2,,545316,,,426656,1,5.0,0,3,,5.0,,,2145.0
17101,17101,545654,B000055XTG,DVD,16788,1,548229,,,,,44,4.0,129,2,191.0,,,,
17103,17103,545656,B00004U2EH,DVD,14595,3,547313,,64734,253928,,5,4.5,86,9,36.0,,19.0,52.0,
17104,17104,545657,630529142X,DVD,1502,4,,208603,30652,94030,62695,276,3.5,482,26,,547.0,399.0,575.0,457.0
17105,17105,545658,B00005B1XH,DVD,36433,3,546937,546936,,,545197,1,2.0,14,9,15.0,9.0,,,39.0
17106,17106,545659,B00005B1XA,DVD,24845,3,546949,,546953,219720,,1,4.0,1,8,8.0,,127.0,15.0,
17108,17108,545661,630521610X,DVD,6500,5,234662,127512,545993,205822,548238,550,4.0,705,11,232.0,1017.0,282.0,188.0,634.0
17109,17109,545662,B00004STHN,DVD,27381,2,,241407,,543449,,7,4.5,39,2,,176.0,,228.0,
17110,17110,545663,B00005B1XQ,DVD,31247,5,252521,546973,545481,82767,546474,9,4.0,51,6,633.0,9.0,1024.0,95.0,83.0
17111,17111,545664,6305761299,DVD,32324,2,546235,,,,547512,3,3.5,132,4,1095.0,,,,274.0
17112,17112,545665,6305080445,DVD,31949,5,65712,9182,44936,259034,548276,9,3.0,33,5,249.0,378.0,96.0,13.0,105.0
17113,17113,545666,B000087RFB,DVD,16538,2,,196938,,141124,,371,4.0,1810,2,,4063.0,,1982.0,
17115,17115,545668,B000009RBL,DVD,20562,4,544126,233524,109829,544740,,13,4.0,42,4,176.0,108.0,11.0,41.0,
17116,17116,545669,B000009RBZ,DVD,50631,4,54083,72888,49646,34986,,6,2.5,29,6,85.0,68.0,255.0,17.0,
17117,17117,545670,B00003CWU3,DVD,9181,4,547683,262143,545523,,103861,277,2.5,1621,7,506.0,1577.0,966.0,,395.0
17118,17118,545671,B00003CWUI,DVD,7563,5,141540,547977,548138,545123,547981,60,4.5,176,8,563.0,282.0,204.0,374.0,109.0
17119,17119,545672,6305018944,DVD,45168,1,,,548425,,,6,2.5,14,2,,,26.0,,
17120,17120,545673,B00005V4Y3,DVD,26045,4,,112519,173349,145254,57661,3,2.5,2,4,,75.0,74.0,132.0,12.0
17121,17121,545674,0792843576,DVD,7218,5,548173,544909,547130,252521,256569,34,3.5,323,10,669.0,966.0,101.0,633.0,158.0
17122,17122,545675,B00000K4ZY,DVD,30944,5,545676,112470,546158,73939,198232,10,4.5,150,11,67.0,5.0,65.0,87.0,257.0
17123,17123,545676,B00000K4ZX,DVD,31062,5,112470,198232,545677,548367,545675,9,3.5,67,12,5.0,257.0,104.0,32.0,150.0
17124,17124,545677,B00000K4ZS,DVD,39045,5,112470,545676,548367,198232,546158,7,3.5,104,11,5.0,67.0,32.0,257.0,65.0
17125,17125,545678,B00000K4Z9,DVD,25477,4,547883,226158,274813,350896,,2,4.5,2,6,63.0,22.0,23.0,64.0,
17126,17126,545679,630587493X,DVD,2319,5,143307,547310,545418,262143,265922,121,4.0,540,14,1660.0,7428.0,603.0,1577.0,120.0
17127,17127,545680,B00000K3TV,DVD,2263,4,280392,99891,547674,171375,,88,3.5,654,8,267.0,405.0,1488.0,1930.0,
17129,17129,545682,157330056X,DVD,5280,3,546121,,545711,,544156,88,4.5,453,7,387.0,,233.0,,322.0
17130,17130,545683,0782011284,DVD,9821,3,205500,547732,,,96549,15,3.5,67,12,39.0,115.0,,,331.0
17132,17132,545685,0784013470,DVD,18130,3,25164,543154,42941,,,220,4.0,805,3,1263.0,3018.0,1317.0,,
17133,17133,545686,B00005JA9L,DVD,43982,2,83325,36386,,,,3,4.5,6,2,382.0,125.0,,,
17134,17134,545687,B00007GZR8,DVD,13440,3,546933,,157088,,546719,15,4.0,37,4,248.0,,218.0,,227.0
17135,17135,545688,B00005MM6W,DVD,55270,2,,172421,,169224,,41,2.5,156,2,,339.0,,32.0,
17136,17136,545689,B00005MM6R,DVD,52974,2,,,,379649,181359,2,3.0,16,2,,,,113.0,71.0
17137,17137,545690,B00005QZ7R,DVD,43362,5,545532,213449,213446,547759,548398,2,4.0,7,12,14.0,5.0,13.0,11.0,17.0
17138,17138,545691,B00005LO69,DVD,47920,2,193885,34824,,,,12,2.5,83,2,272.0,41.0,,,
17139,17139,545692,B00008YJDK,DVD,16596,2,72681,,,,240199,98,4.5,427,6,232.0,,,,3107.0
17140,17140,545693,0783228007,DVD,6300,5,547690,18996,544169,548266,545955,22,3.0,152,7,431.0,120.0,131.0,295.0,192.0
17141,17141,545694,B00005MM68,DVD,10949,2,,386359,,,228560,7,3.0,16,2,,103.0,,,45.0
17142,17142,545695,B00007GZRA,DVD,34977,3,,143319,544221,,547687,3,5.0,4,7,,3.0,0.0,,24.0
17145,17145,545698,B00000K3CR,DVD,1036,4,,187119,71468,547272,69114,69,4.5,197,10,,327.0,67.0,3318.0,175.0
17146,17146,545699,B00008VFCA,DVD,12923,1,,,546778,,,45,2.5,156,3,,,597.0,,
17147,17147,545700,0792846826,DVD,24525,5,547717,545478,546758,546411,210922,10,4.5,48,12,36.0,36.0,37.0,36.0,73.0
17148,17148,545701,B00005JLRQ,DVD,4488,4,240197,203649,4024,38124,,93,3.5,223,11,287.0,472.0,473.0,235.0,
17149,17149,545702,B00005A07I,DVD,35166,4,548387,26052,,547517,544689,4,4.0,26,4,269.0,93.0,,295.0,456.0
17150,17150,545703,B00001ZWTT,DVD,8165,4,185264,,9852,535631,547974,184,2.5,854,4,626.0,,422.0,660.0,139.0
17151,17151,545704,B000066TGP,DVD,17691,2,,,,379649,181359,2,3.0,16,4,,,,113.0,71.0
17152,17152,545705,B000066TGR,DVD,41484,4,,142233,547881,255984,109200,10,4.0,47,4,,773.0,125.0,936.0,65.0
17154,17154,545707,0783230494,DVD,5091,4,125490,25735,546070,,161524,36,4.5,93,7,42.0,20.0,98.0,,83.0
17155,17155,545708,B000066TGL,DVD,39161,3,248263,,,14384,201186,8,2.0,17,3,60.0,,,132.0,232.0
17156,17156,545709,6305610460,DVD,15579,3,,548045,311681,247910,,37,4.0,209,3,,205.0,241.0,149.0,
17157,17157,545710,B000035Z5G,DVD,2041,3,547129,,,142701,545820,51,4.5,138,8,305.0,,,495.0,205.0
17158,17158,545711,157330087X,DVD,14322,2,545682,,,546121,,19,4.5,233,3,453.0,,,387.0,
17159,17159,545712,076781505X,DVD,1957,4,359253,64419,152095,81410,,180,3.5,808,10,1436.0,1639.0,182.0,220.0,
17161,17161,545715,B00006IX6L,DVD,8540,1,,10911,,,,3,5.0,40,1,,372.0,,,
17162,17162,545716,6305433895,DVD,7297,3,36433,,245804,,137782,43,3.0,380,5,154.0,,153.0,,89.0
17163,17163,545717,B00006IX6J,DVD,10600,3,,2640,118648,545718,,5,3.5,52,6,,2079.0,16.0,55.0,
17164,17164,545718,B00006IX6K,DVD,7495,3,2640,545717,118648,,,9,3.5,55,6,2079.0,52.0,16.0,,
17165,17165,545719,B00001U0EB,DVD,47331,3,38018,,,47404,442604,4,3.5,8,4,7.0,,,79.0,45.0
17166,17166,545720,B000055ZG4,DVD,51076,1,547597,,,,,10,2.0,35,1,46.0,,,,
17167,17167,545721,1896306292,DVD,10390,2,,35180,,,141155,8,4.5,92,3,,656.0,,,155.0
17168,17168,545722,B00001U0E1,DVD,476,4,548260,544654,546277,545125,,471,4.0,3386,15,1332.0,1098.0,896.0,892.0,
17169,17169,545723,B00009K011,DVD,14276,1,12357,,,,,14,3.0,44,3,20.0,,,,
17170,17170,545724,B00000K3D5,DVD,14842,1,,545015,,,,5,4.0,30,1,,1247.0,,,
17171,17171,545725,B00000K3D1,DVD,11092,2,134157,,280253,,,57,4.5,278,3,213.0,,427.0,,
17172,17172,545726,B00005JL0I,DVD,4213,3,544149,,,18263,262756,94,3.5,641,10,931.0,,,456.0,1206.0
17173,17173,545727,B00004Y7H8,DVD,27629,5,545728,76910,547194,228268,548455,1,4.0,1,13,7.0,0.0,28.0,9.0,24.0
17174,17174,545728,B00004Y7H9,DVD,27458,5,545727,76910,48137,548455,76909,1,4.0,7,13,1.0,0.0,0.0,24.0,0.0
17175,17175,545729,0767817478,DVD,5549,4,,546004,545167,546660,547614,630,3.0,1124,5,,557.0,945.0,1856.0,322.0
17176,17176,545730,B00004Y7H6,DVD,5077,5,76908,548190,546016,548445,547409,4,4.5,19,7,5.0,24.0,8.0,14.0,19.0
17179,17179,545733,B00004Y7HP,DVD,32056,4,545341,,241924,208249,170056,9,4.0,40,6,86.0,,35.0,249.0,37.0
17181,17181,545735,B00004Y7HG,DVD,45331,1,,,,547599,,5,2.5,6,1,,,,18.0,
17182,17182,545736,B00004W4UB,DVD,16523,3,,,546789,115873,93492,48,4.0,187,6,,,24.0,120.0,158.0
17183,17183,545737,B00004W4UD,DVD,4031,5,225473,545236,127512,545169,545378,187,4.0,799,6,484.0,331.0,1017.0,132.0,6.0
17185,17185,545739,B00004TJKN,DVD,35360,4,545917,84394,545464,,545095,6,4.5,35,6,177.0,0.0,20.0,,66.0
17186,17186,545740,B00004TJKK,DVD,385,5,117295,544498,546103,180648,545472,113,4.5,350,18,409.0,226.0,326.0,315.0,16.0
